"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035709","GO:0035709","memory T cell activation","2/151","11/28905",0.181818181818182,34.8043347381096,8.12611970559406,0.00144565793624857,0.0290059991428957,0.0245573376133389,"H2-K1/H2-D1",2
"GO:1902231","GO:1902231","positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/151","11/28905",0.181818181818182,34.8043347381096,8.12611970559406,0.00144565793624857,0.0290059991428957,0.0245573376133389,"Rps3/Rpl26",2
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","6/151","237/28905",0.0253164556962025,4.84617319138234,4.30846555521521,0.00158110375974233,0.0314352174777861,0.0266139857740359,"Trem2/Cd81/Fcgr1/Fcgr3/H2-K1/H2-D1",6
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","4/151","96/28905",0.0416666666666667,7.97599337748344,4.96130467612038,0.00163789800311473,0.0322136144153344,0.0272729996662446,"Rpl26/Rps7/Ubb/Tifab",4
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","6/151","239/28905",0.0251046025104603,4.80561944082684,4.28113647828479,0.00164971413558183,0.0322136144153344,0.0272729996662446,"Trem2/Cd81/Fcgr1/Fcgr3/H2-K1/H2-D1",6
"GO:0002724","GO:0002724","regulation of T cell cytokine production","3/151","45/28905",0.0666666666666667,12.7615894039735,5.72192843058959,0.00168853633447373,0.0324833310545135,0.0275013497580869,"Cd81/H2-K1/H2-D1",3
"GO:0008037","GO:0008037","cell recognition","5/151","163/28905",0.0306748466257669,5.87189696501849,4.52013825246522,0.00169323262012553,0.0324833310545135,0.0275013497580869,"Trem2/Cd81/Fcgr1/Fcgr3/Cct8",5
"GO:0034249","GO:0034249","negative regulation of amide metabolic process","5/151","165/28905",0.0303030303030303,5.8007224563516,4.48150105304704,0.00178616536265121,0.0336753762768811,0.0285105705345144,"Apoe/Rps3/Ncl/Ormdl2/Tia1",5
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","5/151","165/28905",0.0303030303030303,5.8007224563516,4.48150105304704,0.00178616536265121,0.0336753762768811,0.0285105705345144,"Rpl23/Rpl26/Rps7/Ubb/Tifab",5
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","4/151","99/28905",0.0404040404040404,7.7342966084688,4.86392280418724,0.00183377962089335,0.0342775729136218,0.0290204080355501,"Fcgr1/Fcgr3/H2-K1/H2-D1",4
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","8/151","431/28905",0.0185614849187935,3.55311073892534,3.86992332859374,0.00199510130304661,0.0368029091498124,0.0311584324571126,"Rps19/Trem2/Ly86/H2-K1/H2-D1/Matr3/Tifab/Otulin",8
"GO:0030490","GO:0030490","maturation of SSU-rRNA","3/151","48/28905",0.0625,11.9639900662252,5.50911674954847,0.00203474949339341,0.0368029091498124,0.0311584324571126,"Rps21/Rps19/Rps8",3
"GO:0002397","GO:0002397","MHC class I protein complex assembly","2/151","13/28905",0.153846153846154,29.4498217014773,7.43499594073287,0.00203619204715469,0.0368029091498124,0.0311584324571126,"H2-K1/H2-D1",2
"GO:0002502","GO:0002502","peptide antigen assembly with MHC class I protein complex","2/151","13/28905",0.153846153846154,29.4498217014773,7.43499594073287,0.00203619204715469,0.0368029091498124,0.0311584324571126,"H2-K1/H2-D1",2
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","4/151","103/28905",0.0388349514563107,7.4339355751302,4.74026161367309,0.00211944032580514,0.0379935737093102,0.0321664843234793,"Cd81/Cd83/H2-K1/H2-D1",4
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","8/151","436/28905",0.018348623853211,3.5123640561395,3.83052255198438,0.00214258092391224,0.0380822721966345,0.0322415790888167,"Trem2/Rps3/Rpl26/Tpt1/Rps7/Ubb/Acsl5/Tifab",8
"GO:0009595","GO:0009595","detection of biotic stimulus","3/151","49/28905",0.0612244897959184,11.7198270036491,5.44234496040538,0.00215921433579455,0.0380822721966345,0.0322415790888167,"Trem2/H2-K1/H2-D1",3
"GO:0002819","GO:0002819","regulation of adaptive immune response","6/151","253/28905",0.0237154150197628,4.5396958354056,4.09795370622983,0.00219540380288461,0.0384107849352692,0.0325197076991498,"Trem2/Cd81/Fcgr1/Fcgr3/H2-K1/H2-D1",6
"GO:0001774","GO:0001774","microglial cell activation","3/151","50/28905",0.06,11.4854304635762,5.37748293724209,0.00228831002007787,0.0397185239199231,0.0336268782399079,"Trem2/Ifngr2/C1qa",3
"GO:0046641","GO:0046641","positive regulation of alpha-beta T cell proliferation","3/151","51/28905",0.0588235294117647,11.2602259446825,5.31443760732186,0.00242209495801185,0.0417096194737946,0.0353125986833224,"Cd81/H2-K1/H2-D1",3
"GO:0046148","GO:0046148","pigment biosynthetic process","3/151","53/28905",0.0566037735849057,10.8353117580907,5.19345553233735,0.00270395983668921,0.0457975864417746,0.0387735925449819,"Zeb2/Gipc1/Slc25a39",3
"GO:0002679","GO:0002679","respiratory burst involved in defense response","2/151","15/28905",0.133333333333333,25.523178807947,6.88441333396595,0.00272230737879776,0.0457975864417746,0.0387735925449819,"Rps19/Trem2",2
"GO:0010988","GO:0010988","regulation of low-density lipoprotein particle clearance","2/151","15/28905",0.133333333333333,25.523178807947,6.88441333396595,0.00272230737879776,0.0457975864417746,0.0387735925449819,"Trem2/Cnpy2",2
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","3/151","54/28905",0.0555555555555556,10.6346578366446,5.13536189280638,0.00285215023888516,0.0476156684919225,0.0403128346339815,"Trem2/Ifngr2/C1qa",3
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","4/151","113/28905",0.0353982300884956,6.77606517025142,4.45814000706211,0.00296512582936897,0.0491267438547723,0.0415921557724085,"Rps3/Bcl2a1b/Rpl26/Tpt1",4
"GO:0043455","GO:0043455","regulation of secondary metabolic process","2/151","16/28905",0.125,23.9279801324503,6.64779850256646,0.00310057249528184,0.0498599415233926,0.0422129026253929,"Zeb2/Gipc1",2
"GO:0048021","GO:0048021","regulation of melanin biosynthetic process","2/151","16/28905",0.125,23.9279801324503,6.64779850256646,0.00310057249528184,0.0498599415233926,0.0422129026253929,"Zeb2/Gipc1",2
"GO:1900376","GO:1900376","regulation of secondary metabolite biosynthetic process","2/151","16/28905",0.125,23.9279801324503,6.64779850256646,0.00310057249528184,0.0498599415233926,0.0422129026253929,"Zeb2/Gipc1",2
"GO:2000232","GO:2000232","regulation of rRNA processing","2/151","16/28905",0.125,23.9279801324503,6.64779850256646,0.00310057249528184,0.0498599415233926,0.0422129026253929,"Ncl/Bud23",2
